departmentFamily,entity,date,expenseType,expenseArea,supplier,transactionNumber,amount,invoiceCurrencyUnit
BIS,EPSRC,2016-08-05,T&S Overseas - Public Transport,RCUK-Newton Activity,Unspecified,95209791,8,GBP
BIS,EPSRC,2016-08-05,T&S Overseas - Subsistence,RCUK-Newton Activity,Unspecified,95209791,2.65,GBP
BIS,EPSRC,2016-08-05,T&S Overseas - Subsistence,RCUK-Newton Activity,Unspecified,95209791,8.43,GBP
BIS,EPSRC,2016-08-05,T&S Overseas - Subsistence,RCUK-Newton Activity,Unspecified,95209791,15,GBP
BIS,EPSRC,2016-08-05,Maintenance of office equipment,JRS,CHG-MERIDIAN Computer Leasing UK Limited,95268566,2220,GBP
BIS,EPSRC,2016-08-05,Consumables,JRS,Premier Paper Group Ltd,95268593,201,GBP
BIS,EPSRC,2016-08-05,T&S UK - Parking Tolls Congestion Charges,Communications and Stakeholder Engagement,Unspecified,95268733,17.4,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,Communications and Stakeholder Engagement,Unspecified,95268733,9.58,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,Communications and Stakeholder Engagement,Unspecified,95268733,33.5,GBP
BIS,EPSRC,2016-08-05,T&S UK - Other Charges,External communications,Unspecified,95268734,4,GBP
BIS,EPSRC,2016-08-05,T&S UK - Parking Tolls Congestion Charges,External communications,Unspecified,95268734,9.1,GBP
BIS,EPSRC,2016-08-05,T&S UK - Public Transport,External communications,Unspecified,95268734,57.1,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,External communications,Unspecified,95268734,3.58,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,External communications,Unspecified,95268734,5,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,External communications,Unspecified,95268734,5.5,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,External communications,Unspecified,95268734,15,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,External communications,Unspecified,95268734,24.26,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,Admin RCUK Strategy Unit,Unspecified,95268735,19.42,GBP
BIS,EPSRC,2016-08-05,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,95268736,20.7,GBP
BIS,EPSRC,2016-08-05,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,95268736,31.5,GBP
BIS,EPSRC,2016-08-05,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,95268736,36.5,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,95268736,5.28,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,95268736,6.99,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,95268736,35,GBP
BIS,EPSRC,2016-08-05,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,95268736,57.75,GBP
BIS,EPSRC,2016-08-08,Recruitment Costs,EPSRC Corporate Services,Agenda Resource Management Ltd,95260071,97,GBP
BIS,EPSRC,2016-08-08,T&S UK - Vehicle Hire,Programme Delivery Infrastructure,Better Motoring Services,95269240,225.6,GBP
BIS,EPSRC,2016-08-08,Hardware/Software Maintenance,JRS,Intelligent Finishing Systems Ltd,95270639,774,GBP
BIS,EPSRC,2016-08-09,Other Programme Costs,NC Physical Sciences,University of Nottingham,94984355,307595.22,EUR
BIS,EPSRC,2016-08-09,Conferences & Seminars,Programme Delivery Maths,Smith Institute,95256974,420,GBP
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95265466,21.12,GBP
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95265466,22.68,GBP
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95265466,23.4,GBP
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95265466,94.32,GBP
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95265466,229.68,GBP
BIS,EPSRC,2016-08-09,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95265484,459.11,EUR
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95266476,34.94,GBP
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95267104,4.26,GBP
BIS,EPSRC,2016-08-09,Consumables,JRS,Banner Business Services Limited,95267232,1.94,GBP
BIS,EPSRC,2016-08-09,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95268974,24.96,GBP
BIS,EPSRC,2016-08-09,Consumables,JRS,Rapid Electronics Ltd,95271656,4.74,GBP
BIS,EPSRC,2016-08-09,Consumables,JRS,Rapid Electronics Ltd,95271656,9.82,GBP
BIS,EPSRC,2016-08-09,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,95271707,3.5,GBP
BIS,EPSRC,2016-08-09,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,95271708,9,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95271708,1.99,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95271708,5,GBP
BIS,EPSRC,2016-08-09,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,95271709,14.1,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,95271709,10,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,95271709,18.36,GBP
BIS,EPSRC,2016-08-09,T&S UK - Mileage,Programme Delivery ICT,Unspecified,95271710,103.5,GBP
BIS,EPSRC,2016-08-09,T&S UK - Public Transport,Programme Delivery Leaders,Unspecified,95271711,13.2,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Leaders,Unspecified,95271711,1.85,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Leaders,Unspecified,95271711,2.3,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Leaders,Unspecified,95271711,9.75,GBP
BIS,EPSRC,2016-08-09,T&S UK - Subsistence,Programme Delivery Leaders,Unspecified,95271711,30,GBP
BIS,EPSRC,2016-08-09,Hardware/Software Maintenance,JRS,Canon/Oce (UK) Ltd (Brentwood),95272595,555.5,GBP
BIS,EPSRC,2016-08-09,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,95272664,150,GBP
BIS,EPSRC,2016-08-09,T&S UK - Vehicle Hire,Programme Delivery Infrastructure,Enterprise Rent-A-Car UK Ltd,95272693,55.66,GBP
BIS,EPSRC,2016-08-09,T&S UK - Vehicle Hire,Programme Delivery Physical Sciences,Enterprise Rent-A-Car UK Ltd,95272693,91.34,GBP
BIS,EPSRC,2016-08-10,Recruitment Costs,EPSRC Corporate Services,Agenda Resource Management Ltd,95271593,97,GBP
BIS,EPSRC,2016-08-10,Marketing & PR,Performance and Evaluation,Higher Education Statistics Agency Ltd (HESA Services Ltd),95272849,3600,GBP
BIS,EPSRC,2016-08-10,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273141,160,GBP
BIS,EPSRC,2016-08-10,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273143,160,GBP
BIS,EPSRC,2016-08-10,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273144,160,GBP
BIS,EPSRC,2016-08-10,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95273287,2.4,GBP
BIS,EPSRC,2016-08-10,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95273287,12,GBP
BIS,EPSRC,2016-08-10,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,95273287,7.25,GBP
BIS,EPSRC,2016-08-10,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,95273287,13.99,GBP
BIS,EPSRC,2016-08-11,Legal & Professional Services,Admin RCUK Strategy Unit,Burness Paull LLP,95251511,1500,GBP
BIS,EPSRC,2016-08-11,Telecoms - Tele/ Video conferencing,Policy and Analysis,Powwow,95269065,268.14,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273137,160,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273139,160,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273140,160,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273142,160,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Garry Staunton Associates Limited,95273145,160,GBP
BIS,EPSRC,2016-08-11,Conferences & Seminars,Director BI/BR,Association for University Research and Industry Links (Auril),95273353,499,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273529,160,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273530,160,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273531,160,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273532,160,GBP
BIS,EPSRC,2016-08-11,Telecoms - Tele/ Video conferencing,EPSRC Corporate Services,InterCall Conferencing Services Ltd,95273544,681.43,GBP
BIS,EPSRC,2016-08-11,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95273561,320,GBP
BIS,EPSRC,2016-08-11,Computer Software Licences,EPSRC Corporate Services,Research Fish Ltd,95274376,15000,GBP
BIS,EPSRC,2016-08-11,T&S UK - Public Transport,Newton Programme Management Team,Unspecified,95274752,24.2,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,95274752,4.39,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,95274752,6.3,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,95274752,15,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,95274752,17.61,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,95274752,79.99,GBP
BIS,EPSRC,2016-08-11,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,95274753,4.8,GBP
BIS,EPSRC,2016-08-11,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,95274753,9,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,95274753,3.4,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,95274753,10,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,95274753,20.57,GBP
BIS,EPSRC,2016-08-11,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,95274753,46.48,GBP
BIS,EPSRC,2016-08-11,T&S UK - Mileage,Performance and Evaluation,Unspecified,95274754,27,GBP
BIS,EPSRC,2016-08-11,T&S UK - Parking Tolls Congestion Charges,Performance and Evaluation,Unspecified,95274754,10.3,GBP
BIS,EPSRC,2016-08-11,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,95274755,66.15,GBP
BIS,EPSRC,2016-08-12,Printing & Stationery,EPSRC Corporate Services,Arco Limited,89514757,22.03,GBP
BIS,EPSRC,2016-08-12,Printing & Stationery,EPSRC Corporate Services,Arco Limited,89514757,39.1,GBP
BIS,EPSRC,2016-08-12,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95259104,320,GBP
BIS,EPSRC,2016-08-12,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95259105,320,GBP
BIS,EPSRC,2016-08-12,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95259107,320,GBP
BIS,EPSRC,2016-08-12,PAYE Payable Salaries,Balance Sheet,HM Revenue & Customs,95264619,98834.46,GBP
BIS,EPSRC,2016-08-12,NI Payable Salaries,Balance Sheet,HM Revenue & Customs,95264620,124922.93,GBP
BIS,EPSRC,2016-08-12,Student Loans,Balance Sheet,HM Revenue & Customs,95264621,5604,GBP
BIS,EPSRC,2016-08-12,Childcare Nursery,PSU HR,P&MM Limited,95273697,65.1,GBP
BIS,EPSRC,2016-08-12,Nursery Deductions,Balance Sheet,P&MM Limited,95273697,5425,GBP
BIS,EPSRC,2016-08-12,Printing & Stationery,EPSRC Corporate Services,Arco Limited,95273890,22.03,GBP
BIS,EPSRC,2016-08-12,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95274029,5,GBP
BIS,EPSRC,2016-08-12,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95274029,8.99,GBP
BIS,EPSRC,2016-08-12,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95274029,25,GBP
BIS,EPSRC,2016-08-12,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95274030,9,GBP
BIS,EPSRC,2016-08-12,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,95274030,1.8,GBP
BIS,EPSRC,2016-08-12,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,95274031,15.2,GBP
BIS,EPSRC,2016-08-12,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95274031,9.95,GBP
BIS,EPSRC,2016-08-12,Research Grant Expenditure,NC Engineering,Technology Strategy Board (Innovate UK),95274654,975.06,GBP
BIS,EPSRC,2016-08-12,Research Grant Expenditure,NC Engineering,Technology Strategy Board (Innovate UK),95274654,4934.41,GBP
BIS,EPSRC,2016-08-12,Research Grant Expenditure,NC Engineering,Technology Strategy Board (Innovate UK),95274654,6494.88,GBP
BIS,EPSRC,2016-08-12,Research Grant Expenditure,NC Engineering,Technology Strategy Board (Innovate UK),95274654,39009,GBP
BIS,EPSRC,2016-08-12,Research Grant Expenditure,NC Engineering,Technology Strategy Board (Innovate UK),95274654,107697.65,GBP
BIS,EPSRC,2016-08-12,SSC Service Charges,PSU IS,Dell Corporation Ltd,95274960,475.42,GBP
BIS,EPSRC,2016-08-12,External Audit Fees,EPSRC Corporate Services,National Audit Office,95275109,34000,GBP
BIS,EPSRC,2016-08-12,Consumables,JRS,Premier Paper Group Ltd,95275112,737.28,GBP
BIS,EPSRC,2016-08-12,Consumables,JRS,Premier Paper Group Ltd,95275114,90.79,GBP
BIS,EPSRC,2016-08-12,T&S Overseas - Flights,RCUK-Newton Activity,University of Glasgow,95275214,577.53,GBP
BIS,EPSRC,2016-08-12,Advertising & Promotion,External communications,Dreaming Fish Productions Limited,95275231,1659,GBP
BIS,EPSRC,2016-08-12,Other Programme Costs,NC Physical Sciences,University of Durham,95275243,32833.91,GBP
BIS,EPSRC,2016-08-15,Ers Pension Deductions - JSS,Balance Sheet,RCPS Pension,95264629,167239.38,GBP
BIS,EPSRC,2016-08-15,Ees Pension Deductions - JSS,Balance Sheet,RCPS Pension,95264630,38983.31,GBP
BIS,EPSRC,2016-08-15,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95274319,320,GBP
BIS,EPSRC,2016-08-15,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95274320,320,GBP
BIS,EPSRC,2016-08-15,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95274321,320,GBP
BIS,EPSRC,2016-08-15,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95274322,320,GBP
BIS,EPSRC,2016-08-15,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95274323,320,GBP
BIS,EPSRC,2016-08-15,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95274324,320,GBP
BIS,EPSRC,2016-08-15,Other Programme Costs,RCUK Strategy Unit,Ruth Townsley Research,95275250,400,GBP
BIS,EPSRC,2016-08-15,Photocopy Costs,JRS,Canon/Oce (UK) Ltd (Brentwood),95275351,1465.85,GBP
BIS,EPSRC,2016-08-15,T&S Overseas - Accommodation,QUANT-ERA,Redfern Travel Ltd,95275422,190.94,GBP
BIS,EPSRC,2016-08-15,T&S Overseas - Accommodation,RCUK Executive Director,Redfern Travel Ltd,95275422,113.29,GBP
BIS,EPSRC,2016-08-15,T&S Overseas - Flights,Programme Delivery Energy,Redfern Travel Ltd,95275422,2.16,GBP
BIS,EPSRC,2016-08-15,T&S Overseas - Flights,Programme Delivery Energy,Redfern Travel Ltd,95275422,1110.65,GBP
BIS,EPSRC,2016-08-15,T&S Overseas - Other Charges,RCUK Executive Director,Redfern Travel Ltd,95275422,129,GBP
BIS,EPSRC,2016-08-15,T&S Overseas - Public Transport,RCUK Executive Director,Redfern Travel Ltd,95275422,206.16,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95275422,0.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95275422,0.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95275422,77.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95275422,89.66,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95275422,93.15,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95275422,102.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,0.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,0.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,0.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,0.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,2.19,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,65.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,65.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,73.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,73.5,GBP
BIS,EPSRC,2016-08-15,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95275422,73.5,GBP
